fire_date,daily_fire_count,daily_acres_burned,avg_fire_size,max_fire_size,avg_lat,avg_lon,fires_7day,fires_30day,acres_7day,acres_30day
2001-09-20,22.0,22.1,1.0045454545454546,10.0,37.101566343181815,-119.54338912954545,315.0,1083.0,8993.19999999994,59872.899999999994
2001-09-21,23.0,26.9,1.1695652173913043,8.0,38.15829251434782,-120.7563313926087,317.0,1070.0,8986.99999999994,59700.6
2001-09-22,24.0,62.3,2.595833333333333,50.0,38.095809341249996,-120.34750929500001,211.0,1067.0,495.5999999999418,59703.29999999999
2001-09-23,28.0,373.5,13.339285714285714,210.0,37.72906956107143,-120.19178383785713,179.0,1068.0,673.4999999999418,59937.59999999999
2001-09-24,72.0,352.7,4.898611111111111,127.0,38.03406614819445,-120.61758391041667,217.0,1107.0,990.4999999999418,43483.1
2001-09-25,142.0,294.9,2.0767605633802817,190.0,38.24474599274647,-120.49815861521127,332.0,1212.0,1241.2999999999417,43490.0
2001-09-26,21.0,20.0,0.9523809523809523,7.0,38.53356522095238,-121.03303807857144,332.0,1208.0,1152.3999999999417,38054.7
2001-09-27,21.0,160.7,7.652380952380952,78.0,36.02157109904762,-119.39638665714286,331.0,1200.0,1290.9999999999418,36302.7
2001-09-28,19.0,19.0,1.0,5.0,37.28134461789474,-119.76874210263158,327.0,1176.0,1283.0999999999417,36071.7
2001-09-29,20.0,31.3,1.565,12.0,36.259282103,-119.763741553,323.0,1159.0,1252.0999999999417,36023.1
2001-09-30,37.0,74.6,2.016216216216216,35.0,36.9558867845946,-120.09737809054054,332.0,1171.0,953.1999999999417,34982.2
2001-10-01,38.0,488.6,12.857894736842105,238.0,37.80062840078947,-120.85168977921053,298.0,1178.0,1089.0999999999417,35260.299999999996
2001-10-02,19.0,13.9,0.7315789473684211,6.8,38.13939565894737,-120.8435753363158,175.0,1165.0,808.0999999999417,35252.7
2001-10-03,29.0,108.6,3.7448275862068963,35.0,37.43263867241379,-120.63408231103449,183.0,1141.0,896.6999999999417,35284.5
2001-10-04,18.0,7.1,0.39444444444444443,2.0,37.270012676111115,-120.38701346777778,180.0,1132.0,743.0999999999418,34677.899999999994
2001-10-05,26.0,165.70000000000002,6.3730769230769235,85.0,38.23363845115385,-121.18090327230769,187.0,1118.0,889.7999999999417,20316.199999999997
2001-10-06,19.0,19.6,1.0315789473684212,7.0,37.2719928,-120.04506067578947,186.0,1106.0,878.0999999999418,11869.399999999998
2001-10-07,15.0,10.6,0.7066666666666667,4.0,36.819865347333334,-119.54256185733334,164.0,1091.0,814.0999999999418,11798.699999999999
2001-10-08,19.0,12.7,0.6684210526315789,3.0,37.677518754210524,-120.50143293263157,145.0,1092.0,338.1999999999418,11779.9
2001-10-09,20.0,20.0,1.0,5.0,37.400262387,-120.537985421,146.0,1082.0,344.2999999999418,11672.999999999998
2001-10-10,24.0,52.699999999999996,2.1958333333333333,29.0,38.36927429375,-121.12124444250001,141.0,1089.0,288.39999999994177,11397.099999999999
2001-10-11,14.0,41.5,2.9642857142857144,30.0,37.53208413285714,-120.43085736928572,137.0,1077.0,322.79999999994175,11397.299999999997
2001-10-12,34.0,6604.5,194.25,6540.0,36.75416093617647,-120.25909054411764,145.0,1034.0,6761.599999999942,17980.3
2001-10-13,43.0,558.5,12.988372093023257,200.0,36.49394956,-119.78053543162791,169.0,1040.0,7300.499999999942,18513.1
2001-10-14,37.0,114.19999999999999,3.086486486486486,54.0,37.32943152648649,-120.19746726513515,191.0,1056.0,7404.099999999942,18594.2
2001-10-15,29.0,126.69999999999999,4.368965517241379,100.0,36.72628333206897,-119.81461326344828,201.0,955.0,7518.099999999942,10167.2
2001-10-16,17.0,31.8,1.8705882352941177,12.0,37.18816353411765,-120.14241535000001,198.0,912.0,7529.899999999942,10003.4
2001-10-17,17.0,5.0,0.29411764705882354,2.0,37.55509406352941,-120.49909345647059,191.0,895.0,7482.199999999942,9972.7
2001-10-18,16.0,9.5,0.59375,5.0,37.89129186875,-120.901439384375,193.0,884.0,7450.199999999942,9938.1
2001-10-19,13.0,4.5,0.34615384615384615,1.0,37.17153668307692,-120.14545451923078,172.0,876.0,850.1999999999417,9833.7
2001-10-20,14.0,9.6,0.6857142857142857,3.4,37.415405220714284,-120.49269745571428,143.0,868.0,301.29999999994175,9821.2
2001-10-21,17.0,23.4,1.3764705882352941,6.0,38.902529331764704,-121.22002854764708,123.0,862.0,210.4999999999418,9817.7
2001-10-22,16.0,21.7,1.35625,7.0,38.405329323749996,-120.95112431,110.0,854.0,105.49999999994179,9777.1
2001-10-23,20.0,27.5,1.375,15.0,37.6404963975,-120.48953683100001,113.0,846.0,101.1999999999418,9431.1
2001-10-24,19.0,1731.4,91.1263157894737,1711.0,38.26230070578947,-121.19373534789474,115.0,793.0,1827.599999999942,10809.800000000001
2001-10-25,22.0,89.0,4.045454545454546,67.0,36.79192233545455,-119.91494417772728,121.0,673.0,1907.099999999942,10603.9
2001-10-26,13.0,132.0,10.153846153846153,60.0,36.28215284923077,-119.65689729153846,121.0,665.0,2034.599999999942,10715.9
2001-10-27,32.0,620.0,19.375,600.0,37.2527487446875,-120.1169486734375,139.0,676.0,2644.999999999942,11175.2
2001-10-28,19.0,3.9000000000000004,0.20526315789473687,0.8,37.10131395736842,-119.84752599789472,141.0,676.0,2625.499999999942,11160.1
2001-10-29,10.0,3.6,0.36,1.0,37.24389294,-120.421271456,135.0,666.0,2607.3999999999423,11132.4
2001-10-30,5.0,0.9,0.18,0.5,37.297222219999995,-120.55361110999999,120.0,634.0,2580.799999999942,11058.7
2001-10-31,6.0,5.3,0.8833333333333333,3.0,38.594852775,-120.66371574,107.0,602.0,854.6999999999418,10575.4
2001-11-01,9.0,9.0,1.0,5.0,36.344798157777774,-119.26813491333334,94.0,592.0,774.6999999999418,10570.5
2001-11-02,16.0,347.7,21.73125,330.0,36.538745511875,-119.40903665125,97.0,579.0,990.3999999999418,10809.6
2001-11-03,12.0,27.6,2.3000000000000003,15.0,37.1112449225,-120.13567518999999,77.0,573.0,397.9999999999418,10830.1
2001-11-04,14.0,10.0,0.7142857142857143,4.0,37.65990435571428,-120.16652641785713,72.0,561.0,404.0999999999418,10674.4
2001-11-05,10.0,15.1,1.51,10.0,38.657101107,-121.500363329,72.0,552.0,415.59999999994176,10669.900000000001
2001-11-06,3.0,1.4,0.4666666666666666,1.0,39.900148183333336,-123.05888333,70.0,540.0,416.0999999999418,10660.7
2001-11-07,13.0,12.6,0.9692307692307692,5.1,37.71044102230769,-121.10530085230769,77.0,534.0,423.39999999994177,10660.6
2001-11-08,7.0,1.9,0.2714285714285714,0.5,37.124512728571425,-120.11921028285714,75.0,521.0,416.2999999999418,10642.5
2001-11-09,9.0,189.9,21.1,102.0,37.11555281333333,-120.20403046888889,68.0,506.0,258.4999999999418,10779.7
2001-11-10,26.0,186.7,7.18076923076923,150.0,38.0739515926923,-120.54920718576923,82.0,518.0,417.5999999999418,10924.900000000001
2001-11-11,10.0,13.1,1.31,10.0,35.941099628,-119.18560679800001,78.0,494.0,420.6999999999418,4333.5
2001-11-12,7.0,4.9,0.7000000000000001,2.0,37.771564010000006,-120.85507418857142,75.0,458.0,410.4999999999418,3779.9
2001-11-13,1.0,0.2,0.2,0.2,34.60277778,-118.71277778,73.0,422.0,409.2999999999418,3665.9
2001-11-14,5.0,4.5,0.9,3.0,33.755443806,-117.072357536,65.0,398.0,401.1999999999418,3543.7
2001-11-15,3.0,0.30000000000000004,0.10000000000000002,0.1,35.46253707333333,-118.59412222333333,61.0,384.0,399.5999999999418,3512.2000000000003
2001-11-16,7.0,2.2,0.31428571428571433,1.2,35.598695237142856,-118.53860793428571,59.0,374.0,211.89999999994177,3509.4
2001-11-17,6.0,1.5,0.25,1.0,35.642430389999994,-119.03838724500001,39.0,364.0,26.69999999994179,3501.4
2001-11-18,8.0,3.3,0.4125,2.5,33.89049296125,-117.3099135875,37.0,359.0,16.89999999994179,3500.2000000000003
2001-11-19,3.0,3.2,1.0666666666666667,3.0,35.49048123,-118.99532512,33.0,348.0,15.199999999941792,3493.7999999999997
2001-11-20,0.0,0.0,0.0,0.0,0.0,0.0,32.0,331.0,14.999999999941792,3470.4
2001-11-21,2.0,0.2,0.1,0.1,34.462916665,-118.56430556000001,29.0,317.0,10.699999999941793,3448.8999999999996
2001-11-22,4.0,0.7,0.175,0.3,33.51152,-116.8620733875,30.0,301.0,11.099999999941792,3422.1
2001-11-23,4.0,43.400000000000006,10.850000000000001,40.0,34.911875,-117.91020833,27.0,286.0,52.2999999999418,1734.1
2001-11-24,4.0,0.4,0.1,0.1,34.6566666625,-118.4423611075,25.0,268.0,51.199999999941795,1645.5
2001-11-25,2.0,2.1,1.05,2.0,34.596666665,-118.481111115,19.0,257.0,49.9999999999418,1515.6
2001-11-26,1.0,0.1,0.1,0.1,33.95388888,-116.53611111,17.0,226.0,46.8999999999418,895.6999999999999
2001-11-27,4.0,0.4,0.1,0.1,35.4374472225,-118.22239025,21.0,211.0,47.2999999999418,892.2
2001-11-28,2.0,2.2,1.1,2.0,37.761527775,-121.339027775,21.0,203.0,49.299999999941804,890.8
2001-11-29,2.0,0.2,0.1,0.1,39.227800055,-121.189202775,19.0,200.0,48.7999999999418,890.1
2001-11-30,2.0,0.2,0.1,0.1,33.224444500000004,-116.28285,17.0,196.0,5.599999999941793,884.9999999999999
2001-12-01,3.0,0.5,0.16666666666666666,0.3,33.616937,-116.05761851666666,16.0,190.0,5.6999999999417925,876.4999999999999
2001-12-02,0.0,0.0,0.0,0.0,0.0,0.0,14.0,174.0,3.5999999999417924,528.8
2001-12-03,3.0,0.4,0.13333333333333333,0.2,34.934196293333336,-118.13999999666667,16.0,165.0,3.8999999999417927,501.59999999999997
2001-12-04,0.0,0.0,0.0,0.0,0.0,0.0,12.0,151.0,3.4999999999417923,491.59999999999997
2001-12-05,0.0,0.0,0.0,0.0,0.0,0.0,10.0,141.0,1.2999999999417924,476.5
2001-12-06,3.0,1.4000000000000001,0.46666666666666673,1.0,33.601736996666666,-116.94900632999999,11.0,141.0,2.4999999999417923,476.5
2001-12-07,2.0,0.30000000000000004,0.15000000000000002,0.2,34.17402778,-118.09583333,11.0,130.0,2.5999999999417924,464.2
2001-12-08,5.0,1200.9,240.18,1200.0,33.346958396000005,-116.963801876,13.0,128.0,1202.9999999999418,1663.2
2001-12-09,2.0,0.30000000000000004,0.15000000000000002,0.2,33.40444444,-117.11888888,15.0,121.0,1203.2999999999417,1473.6000000000001
2001-12-10,3.0,0.30000000000000004,0.10000000000000002,0.1,34.10138629,-116.92605671333332,15.0,98.0,1203.1999999999416,1287.2
2001-12-11,1.0,0.1,0.1,0.1,33.79465932,-116.36219377,16.0,89.0,1203.2999999999417,1274.2
2001-12-12,0.0,0.0,0.0,0.0,0.0,0.0,16.0,82.0,1203.2999999999417,1269.3000000000002
2001-12-13,0.0,0.0,0.0,0.0,0.0,0.0,13.0,81.0,1201.8999999999419,1269.1000000000001
2001-12-14,1.0,0.5,0.5,0.5,34.2125,-118.09611111,12.0,77.0,1202.099999999942,1265.1000000000001
2001-12-15,3.0,0.30000000000000004,0.10000000000000002,0.1,34.11612108,-117.37886593666667,10.0,77.0,1.4999999999417923,1265.1000000000001
2001-12-16,0.0,0.0,0.0,0.0,0.0,0.0,8.0,70.0,1.1999999999417925,1262.9
2001-12-17,2.0,0.2,0.1,0.1,35.55153878,-119.41513133500001,7.0,66.0,1.0999999999417924,1261.6000000000001
2001-12-18,2.0,0.2,0.1,0.1,33.70027778,-117.220277775,8.0,60.0,1.1999999999417925,1258.5000000000002
2001-12-19,4.0,0.7,0.175,0.3,34.30413197,-117.1825384175,12.0,61.0,1.8999999999417923,1256.0
2001-12-20,0.0,0.0,0.0,0.0,0.0,0.0,12.0,61.0,1.8999999999417923,1256.0
2001-12-21,1.0,0.1,0.1,0.1,35.04611111,-118.37111111,12.0,60.0,1.4999999999417923,1255.9
2001-12-22,1.0,0.1,0.1,0.1,34.18583333,-117.85194444,10.0,57.0,1.2999999999417924,1255.3
2001-12-23,2.0,0.2,0.1,0.1,34.242083335000004,-117.842222225,12.0,55.0,1.4999999999417923,1212.1000000000001
2001-12-24,3.0,0.7,0.2333333333333333,0.5,33.696317703333335,-116.33100818333332,13.0,54.0,1.9999999999417923,1212.4
2001-12-25,0.0,0.0,0.0,0.0,0.0,0.0,11.0,52.0,1.7999999999417922,1210.3000000000002
2001-12-26,2.0,0.30000000000000004,0.15000000000000002,0.2,33.619027775,-117.02347222,9.0,53.0,1.3999999999417925,1210.5
2001-12-27,3.0,1.2,0.39999999999999997,1.0,34.60298151666667,-118.18375385,12.0,52.0,2.599999999941792,1211.3000000000002
2001-12-28,0.0,0.0,0.0,0.0,0.0,0.0,11.0,50.0,2.4999999999417923,1209.1000000000001
2001-12-29,2.0,0.2,0.1,0.1,33.034634499999996,-116.5980845,12.0,50.0,2.5999999999417924,1209.1000000000001
2001-12-30,0.0,0.0,0.0,0.0,0.0,0.0,10.0,48.0,2.3999999999417923,1208.9
2001-12-31,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,1.6999999999417923,1208.4
2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,7.0,45.0,1.6999999999417923,1208.4
2002-01-02,3.0,1.2,0.39999999999999997,1.0,34.287323719999996,-117.79544095,8.0,45.0,2.599999999941792,1209.2
2002-01-03,1.0,0.4,0.4,0.4,33.015219,-116.797769,6.0,46.0,1.7999999999417922,1209.6000000000001
2002-01-04,2.0,1.6,0.8,1.5,34.224700055,-117.34774838999999,8.0,48.0,3.3999999999417923,1211.2
2002-01-05,2.0,0.2,0.1,0.1,33.89630737,-116.65192633000001,8.0,47.0,3.3999999999417923,1210.0
2002-01-06,1.0,0.1,0.1,0.1,37.85835,-119.77174,9.0,46.0,3.499999999941792,1209.8000000000002
2002-01-07,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,3.499999999941792,8.9
2002-01-08,4.0,1.7,0.425,1.0,33.18650636,-116.2284527775,13.0,43.0,5.199999999941792,10.299999999999999
2002-01-09,4.0,0.8,0.2,0.5,33.8960875,-117.1187958325,14.0,44.0,4.799999999941792,10.8
2002-01-10,1.0,0.1,0.1,0.1,34.6483,-117.1225,14.0,44.0,4.499999999941792,10.8
2002-01-11,2.0,1.3,0.65,1.0,36.494955555000004,-120.11569444,14.0,46.0,4.1999999999417925,12.100000000000001
2002-01-12,6.0,1.6,0.26666666666666666,1.0,35.129021685,-118.63025898666666,18.0,52.0,5.599999999941792,13.700000000000001
2002-01-13,2.0,0.4,0.2,0.2,35.539583335,-118.42194444,19.0,53.0,5.899999999941793,13.600000000000001
2002-01-14,2.0,0.30000000000000004,0.15000000000000002,0.2,33.62205394,-116.597958275,21.0,52.0,6.1999999999417925,13.6
2002-01-15,4.0,0.5,0.125,0.2,35.01959205,-117.8010497975,21.0,56.0,4.999999999941792,14.1
2002-01-16,1.0,2.0,2.0,2.0,36.61,-120.28888888,18.0,55.0,6.199999999941793,15.900000000000002
2002-01-17,3.0,0.30000000000000004,0.10000000000000002,0.1,35.74161232333333,-118.35202496,20.0,56.0,6.399999999941793,16.0
2002-01-18,6.0,0.6000000000000001,0.10000000000000002,0.1,34.77733615666667,-117.34824876,24.0,58.0,5.6999999999417925,15.9
2002-01-19,11.0,2.6,0.23636363636363636,1.0,36.1409969,-119.51938467090909,29.0,69.0,6.6999999999417925,18.5
2002-01-20,7.0,1.8,0.2571428571428572,1.0,34.481159062857145,-117.61601733142857,34.0,75.0,8.099999999941794,20.2
2002-01-21,0.0,0.0,0.0,0.0,0.0,0.0,32.0,74.0,7.799999999941793,20.1
2002-01-22,4.0,2.3,0.575,2.0,34.4134325275,-117.50699086,32.0,76.0,9.599999999941794,22.2
2002-01-23,3.0,102.1,34.03333333333333,100.0,33.884722223333334,-117.01101852,34.0,76.0,109.69999999994178,123.6
2002-01-24,5.0,1.0,0.2,0.5,34.272413798,-118.20613779800001,36.0,81.0,110.39999999994178,124.6
2002-01-25,8.0,1.0,0.125,0.2,34.7778152925,-118.22828363875,38.0,87.0,110.79999999994178,125.3
2002-01-26,7.0,1.1,0.15714285714285717,0.5,33.740802712857146,-117.30098209142857,34.0,91.0,109.29999999994178,125.19999999999999
2002-01-27,0.0,0.0,0.0,0.0,0.0,0.0,27.0,91.0,107.49999999994178,125.19999999999999
2002-01-28,2.0,0.6,0.3,0.5,32.701449999999994,-115.52690000000001,29.0,91.0,108.09999999994179,125.6
2002-01-29,1.0,25.0,25.0,25.0,32.8809,-114.4805,26.0,92.0,130.79999999994178,150.6
2002-01-30,1.0,0.1,0.1,0.1,32.84111111,-116.62666667,24.0,93.0,28.799999999941793,150.7
2002-01-31,4.0,1.7,0.425,1.0,35.6465416625,-119.5332638875,23.0,97.0,29.499999999941792,152.39999999999998
2002-02-01,2.0,0.6,0.3,0.5,34.89765394,-118.673868275,17.0,96.0,29.09999999994179,151.8
2002-02-02,2.0,1.6,0.8,1.5,33.586247275000005,-117.04256672,12.0,97.0,29.59999999994179,153.0
2002-02-03,6.0,2.7,0.45,2.0,34.52149037,-117.75003479499999,18.0,101.0,32.29999999994179,154.1
2002-02-04,4.0,0.5,0.125,0.2,34.4356686375,-116.90371386,20.0,103.0,32.199999999941795,154.39999999999998
2002-02-05,5.0,0.5,0.1,0.1,35.256786464,-118.02074777600001,24.0,107.0,7.6999999999417925,154.79999999999998
2002-02-06,2.0,0.2,0.1,0.1,37.099722225,-119.94138889000001,25.0,109.0,7.799999999941793,155.0
2002-02-07,5.0,4.4,0.8800000000000001,3.0,36.59651111,-119.398619998,26.0,110.0,10.499999999941792,157.7
2002-02-08,5.0,1.5,0.3,1.0,37.346043294000005,-119.92712363400001,29.0,111.0,11.399999999941794,158.39999999999998
2002-02-09,22.0,2461.9,111.90454545454546,2400.0,33.554241906818184,-116.99761265454545,49.0,132.0,2471.699999999942,2620.2000000000003
2002-02-10,23.0,5880.8,255.68695652173915,5763.0,33.546849762608694,-117.27931243652174,66.0,153.0,8349.799999999943,8499.7
2002-02-11,10.0,9.200000000000001,0.9200000000000002,3.0,36.342384444,-119.32597555499999,72.0,157.0,8358.499999999942,8507.3
2002-02-12,4.0,1.7,0.425,1.0,35.151711135,-118.193491665,71.0,159.0,8359.699999999943,8508.6
2002-02-13,3.0,100.2,33.4,100.0,33.88431855333334,-116.89794077666666,72.0,160.0,8459.69999999994,8608.5
2002-02-14,2.0,8.1,4.05,8.0,36.518484945,-119.805580555,69.0,158.0,8463.399999999941,8616.1
2002-02-15,5.0,3.3000000000000003,0.66,2.0,37.520064328000004,-120.673512766,69.0,162.0,8465.199999999943,8617.400000000001
2002-02-16,7.0,2.7,0.38571428571428573,2.0,34.79978361714286,-118.09641884571428,54.0,166.0,6005.999999999942,8619.8
2002-02-17,2.0,0.2,0.1,0.1,33.50791667,-117.42111111,33.0,162.0,125.39999999994089,8619.4
2002-02-18,2.0,2.1,1.05,2.0,37.7492845,-121.283235,25.0,153.0,118.2999999999409,8618.900000000001
2002-02-19,1.0,0.4,0.4,0.4,32.76601277,-116.88495773,22.0,147.0,116.99999999994088,8617.5
2002-02-20,2.0,0.30000000000000004,0.15000000000000002,0.2,33.96805555,-117.25305555,21.0,149.0,17.099999999940884,8617.8
2002-02-21,7.0,4.5,0.6428571428571429,2.0,33.95428571,-116.94499999571428,26.0,152.0,13.499999999940883,8620.0
2002-02-22,13.0,6.0,0.46153846153846156,2.0,34.86937462615385,-118.43192894692308,34.0,162.0,16.199999999940882,8523.9
2002-02-23,3.0,0.5,0.16666666666666666,0.3,34.376407406666665,-117.76462963,30.0,160.0,13.999999999940883,8523.4
2002-02-24,6.0,1.9,0.31666666666666665,0.5,34.111275518333336,-117.79719314666666,34.0,158.0,15.699999999940882,8524.3
2002-02-25,3.0,1.7000000000000002,0.5666666666666668,1.0,34.96962962333333,-118.27935185000001,35.0,154.0,15.299999999940884,8524.9
2002-02-26,8.0,273.70000000000005,34.212500000000006,264.0,34.29194862375,-117.6371430825,42.0,162.0,288.5999999999409,8798.6
2002-02-27,10.0,4.1000000000000005,0.41000000000000003,1.0,35.703053087,-118.69870311,50.0,170.0,292.3999999999409,8802.1
2002-02-28,11.0,33.2,3.0181818181818185,15.0,39.084243937272724,-121.26614878636364,54.0,180.0,321.0999999999409,8810.300000000001
2002-03-01,18.0,7.3,0.40555555555555556,3.0,36.94339940333333,-120.02439765722222,59.0,197.0,322.3999999999409,8817.5
2002-03-02,15.0,6.6,0.44,2.0,36.76639552133334,-119.388307812,71.0,208.0,328.4999999999409,8822.4
2002-03-03,14.0,21.2,1.5142857142857142,7.0,36.85040021928571,-119.40373389571428,79.0,220.0,347.7999999999409,8843.0
2002-03-04,18.0,11.200000000000001,0.6222222222222222,5.0,36.31214119777778,-119.36932222333333,94.0,236.0,357.29999999994095,8852.6
2002-03-05,13.0,123.2,9.476923076923077,110.0,35.69144510230769,-118.59356589384615,99.0,243.0,206.7999999999409,8973.1
2002-03-06,3.0,0.5,0.16666666666666666,0.3,36.01066155666666,-118.50345318666666,92.0,242.0,203.1999999999409,8973.1
2002-03-07,0.0,0.0,0.0,0.0,0.0,0.0,81.0,237.0,169.99999999994088,8972.6
2002-03-08,0.0,0.0,0.0,0.0,0.0,0.0,63.0,235.0,162.6999999999409,8972.4
2002-03-09,6.0,201.39999999999998,33.56666666666666,200.0,36.548862185,-118.75579627666667,54.0,236.0,357.4999999999409,9169.4
2002-03-10,6.0,1.1,0.18333333333333335,0.5,36.575830555,-119.03286952333333,46.0,237.0,337.39999999994086,9169.0
2002-03-11,5.0,0.6000000000000001,0.12000000000000002,0.2,34.844104912,-117.44940331000001,33.0,220.0,326.7999999999409,6707.7
2002-03-12,7.0,1.8,0.2571428571428572,1.0,35.36092297857143,-118.63278416714286,27.0,204.0,205.39999999994086,828.6999999999991
2002-03-13,4.0,0.4,0.1,0.1,35.854083375,-118.938055005,28.0,198.0,205.29999999994087,819.8999999999991
2002-03-14,7.0,4.5,0.6428571428571429,3.0,34.64392936142857,-118.02654204428572,35.0,201.0,209.79999999994087,822.6999999999991
2002-03-15,2.0,0.7,0.35,0.6,34.514675055,-117.72348450000001,37.0,200.0,210.49999999994085,723.1999999999991
2002-03-16,3.0,1.2,0.39999999999999997,1.0,35.749476703333336,-118.59441855333334,34.0,201.0,10.299999999940884,716.299999999999
2002-03-17,5.0,575.5,115.1,575.0,34.406248907999995,-117.78973286200001,33.0,201.0,584.6999999999409,1288.499999999999
2002-03-18,6.0,3.4,0.5666666666666667,2.0,35.49012843166667,-118.47086911333334,34.0,200.0,587.4999999999409,1289.1999999999991
2002-03-19,7.0,1.8,0.2571428571428572,1.0,35.70823493571429,-117.92595157000001,34.0,205.0,587.499999999941,1290.799999999999
2002-03-20,8.0,2.6,0.325,1.0,35.73538885375,-119.32351584625,38.0,211.0,589.6999999999409,1291.299999999999
2002-03-21,5.0,2450.5,490.1,2400.0,36.785111172,-119.986277688,36.0,215.0,3035.6999999999407,3741.3999999999987
2002-03-22,5.0,840.9,168.18,840.0,35.425064376,-117.391608822,39.0,218.0,3875.8999999999405,4581.999999999999
2002-03-23,3.0,8.299999999999999,2.766666666666666,8.0,33.440044443333335,-116.58517407333333,39.0,214.0,3882.9999999999404,4585.799999999999
2002-03-24,7.0,1.0,0.14285714285714285,0.3,34.394222555714286,-117.4068753957143,41.0,208.0,3308.4999999999404,4580.799999999999
2002-03-25,2.0,0.2,0.1,0.1,37.49513889,-121.35597222499999,37.0,207.0,3305.2999999999406,4580.499999999999
2002-03-26,5.0,3.4,0.6799999999999999,3.0,35.229003490000004,-118.68109777800001,35.0,206.0,3306.899999999941,4581.999999999998
2002-03-27,5.0,5.4,1.08,5.0,37.395444442,-120.17661111,32.0,208.0,3309.6999999999402,4585.699999999999
2002-03-28,6.0,15.6,2.6,14.0,38.06340387,-121.40235364,33.0,206.0,874.7999999999404,4327.5999999999985
2002-03-29,7.0,1.6,0.2285714285714286,0.5,35.52222869857143,-118.62275319,35.0,203.0,35.49999999994043,4325.0999999999985
2002-03-30,14.0,166.0,11.857142857142858,133.0,37.73184671928571,-120.47124118785715,46.0,206.0,193.19999999994042,4457.899999999999
2002-03-31,5.0,175.7,35.14,125.0,35.110055622,-118.3497024,44.0,193.0,367.8999999999404,4626.299999999998
2002-04-01,5.0,51.0,10.2,50.0,37.478819998,-119.718102222,47.0,183.0,418.6999999999404,4670.699999999999
2002-04-02,8.0,1.6,0.2,0.5,36.3312900525,-119.26647783875,50.0,177.0,416.8999999999404,4651.099999999999
2002-04-03,13.0,21.3,1.6384615384615384,10.0,35.41648155461539,-118.53410895538461,58.0,172.0,432.7999999999404,4661.199999999998
2002-04-04,5.0,36.7,7.340000000000001,35.0,36.60810731,-119.181371578,57.0,164.0,453.8999999999404,4574.699999999999
2002-04-05,4.0,0.7,0.175,0.3,38.27999172,-120.4405999975,54.0,165.0,452.9999999999404,4574.899999999999
2002-04-06,2.0,3.2,1.6,3.0,35.349291155,-118.58848005,42.0,167.0,290.1999999999404,4578.0999999999985
2002-04-07,14.0,7.7,0.55,2.0,37.212880331428565,-119.50600540357142,51.0,181.0,122.19999999994043,4585.799999999998
2002-04-08,14.0,79.5,5.678571428571429,69.3,36.065899147857145,-118.93085174214286,60.0,189.0,150.69999999994042,4463.899999999999
2002-04-09,3.0,1.6,0.5333333333333333,1.0,35.062685179999995,-118.34962962333334,55.0,186.0,150.69999999994045,4464.399999999999
2002-04-10,5.0,1.2,0.24,0.5,35.657195552,-118.40001111,47.0,186.0,130.59999999994042,4464.999999999999
2002-04-11,7.0,13.0,1.8571428571428572,12.0,35.09527314,-118.07151791714286,49.0,186.0,106.89999999994042,4476.199999999999
2002-04-12,8.0,5.2,0.65,2.0,37.47446806625,-120.38879997125,53.0,190.0,111.39999999994042,4480.999999999998
2002-04-13,24.0,41.3,1.7208333333333332,25.0,37.13426657708333,-119.66673156625001,75.0,207.0,149.49999999994043,4517.799999999998
2002-04-14,16.0,24.599999999999998,1.5374999999999999,20.0,36.327593153125,-119.256470720625,77.0,221.0,166.39999999994043,4541.699999999999
2002-04-15,17.0,88.5,5.205882352941177,70.0,35.6838020182353,-118.32508789941176,80.0,235.0,175.3999999999404,4628.999999999999
2002-04-16,9.0,1.3,0.14444444444444446,0.5,34.113915416666664,-117.48166508555556,86.0,239.0,175.09999999994042,4054.799999999999
2002-04-17,2.0,0.6,0.3,0.5,35.132499995,-118.81347221499999,83.0,235.0,174.4999999999404,4051.9999999999986
2002-04-18,8.0,3.6,0.45,2.0,36.33644029,-119.56044098375,84.0,236.0,165.0999999999404,4053.799999999999
2002-04-19,8.0,111.0,13.875,100.0,37.69507146625,-120.80658446625,84.0,236.0,270.8999999999404,4162.199999999999
2002-04-20,18.0,16.0,0.8888888888888888,7.0,36.710856936111114,-119.77017760944445,78.0,249.0,245.5999999999404,1727.6999999999987
2002-04-21,25.0,1065.6,42.623999999999995,892.0,36.4548389396,-119.5440099244,87.0,269.0,1286.5999999999403,1952.3999999999987
2002-04-22,20.0,9.2,0.45999999999999996,2.0,36.782375637,-119.84113033700001,90.0,286.0,1207.2999999999404,1953.2999999999988
2002-04-23,20.0,34.3,1.7149999999999999,20.0,36.691266548499996,-120.07805285500001,101.0,299.0,1240.2999999999404,1986.5999999999988
2002-04-24,11.0,8.9,0.8090909090909091,3.0,37.326290185454546,-120.26493889909092,110.0,308.0,1248.5999999999403,1995.2999999999988
2002-04-25,16.0,5.1,0.31875,1.0,37.30516705875,-119.89163352625,118.0,319.0,1250.0999999999403,1996.9999999999986
2002-04-26,9.0,3.2,0.35555555555555557,2.0,37.27102785,-120.46675392111109,119.0,323.0,1142.2999999999404,1994.7999999999988
